date_of_extract_x,organisation_number,registered_charity_number_x,linked_charity_number,charity_name,charity_type,charity_registration_status,date_of_registration,date_of_removal,charity_reporting_status,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,latest_income,latest_expenditure,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web,charity_company_registration_number,charity_insolvent,charity_in_administration,charity_previously_excepted,charity_is_cdf_or_cif,charity_is_cio,cio_is_dissolved,date_cio_dissolution_notice,charity_activities,charity_gift_aid,charity_has_land,date_of_extract_y,registered_charity_number_y,latest_fin_period_submitted_ind,fin_period_order_number,ar_cycle_reference,fin_period_start_date,fin_period_end_date,ar_due_date,ar_received_date,total_gross_income,total_gross_expenditure,charity_raises_funds_from_public,charity_professional_fundraiser,charity_agreement_professional_fundraiser,charity_commercial_participator,charity_agreement_commerical_participator,grant_making_is_main_activity,charity_receives_govt_funding_contracts,count_govt_contracts,charity_receives_govt_funding_grants,count_govt_grants,income_from_government_contracts,income_from_government_grants,charity_has_trading_subsidiary,trustee_also_director_of_subsidiary,does_trustee_receive_any_benefit,trustee_payments_acting_as_trustee,trustee_receives_payments_services,trustee_receives_other_benefit,trustee_resigned_employment,employees_salary_over_60k,count_salary_band_60001_70000,count_salary_band_70001_80000,count_salary_band_80001_90000,count_salary_band_90001_100000,count_salary_band_100001_110000,count_salary_band_110001_120000,count_salary_band_120001_130000,count_salary_band_130001_140000,count_salary_band_140001_150000,count_salary_band_150001_200000,count_salary_band_200001_250000,count_salary_band_250001_300000,count_salary_band_300001_350000,count_salary_band_350001_400000,count_salary_band_400001_450000,count_salary_band_450001_500000,count_salary_band_over_500000,count_volunteers,geographic_area_description,geographic_area_type,service_level,income_band
2026-02-13T00:00:00,5242452,1209658,0,SHE CODES TOO,CIO,Registered,2024-08-19T00:00:00,,Submission Received,2024-08-19T00:00:00,2025-04-05T00:00:00,6885.0,791.0,Lytchett House,13 Freeland Park,Wareham Road,Poole,Dorset,BH16 6FA,+447354963587,info@shecodestooiq.com,https://shecodestooiq.com/,,False,False,0.0,,1.0,0.0,,"She Codes Too is dedicated to empowering women through education and skill development. We provide training in coding and digital skills, create career opportunities in tech. Operating in Iraq and the UK, we organise workshops, training programmes, mentorship programmes, and networking events to equip women with the tools to succeed in tech.",1.0,0.0,2026-03-05T00:00:00,1209658,True,1,AR25,2024-08-19T00:00:00,1743811200000,2026-02-05T00:00:00,2026-02-05T00:00:00,6885,791,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,"['Throughout England', 'Iraq']","['Region', 'Country']",International,q1
2026-02-13T00:00:00,5135059,1183723,0,HEART SUCCESS FOUNDATION,CIO,Registered,2019-06-04T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,6100.0,10491.0,70/2 Old Brompton Road,London,,,,SW7 3DQ,07788351388,ajscoats@aol.com,,,False,False,0.0,,1.0,0.0,,We support teaching and research into heart failure,0.0,0.0,2026-03-05T00:00:00,1183723,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-30T00:00:00,6100,10491,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,"['Throughout England', 'Belgium', 'France', 'Italy']","['Region', 'Country']",International,q1
2026-02-13T00:00:00,5009686,1137411,0,NATURALLY AFRICA FOUNDATION,Trust,Registered,2010-08-11T00:00:00,,Submission Received,2023-07-01T00:00:00,2024-06-30T00:00:00,15845.0,14833.0,5 Golding Gardens,East Peckham,TONBRIDGE,TONBRIDGE,Kent,TN12 5EE,02081230301,marc@naturallyafrica.org.uk,www.naturallyafrica.org.uk,,False,False,0.0,,0.0,0.0,,"Our activities provide access to basic human rights, which include food, shelter, education and healthcare and include:* Pre-school care & education* Education programmes in schools* Income-generating schemes* Sports initiatives* Healthcare and disease education and awareness, including HIV/AIDS, malaria & home based care* Feeding schemes & child sponsorship* Teacher training",1.0,0.0,2026-03-05T00:00:00,1137411,True,1,AR24,2023-07-01T00:00:00,1719705600000,2025-04-30T00:00:00,2024-12-16T00:00:00,15845,14833,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,"['Ghana', 'Kenya', 'Malawi', 'Namibia', 'South Africa', 'Tanzania']",['Country'],International,q1
2026-02-13T00:00:00,5079374,1167899,0,CONFIDENT CHILDREN OUT OF CONFLICT UK,CIO,Registered,2016-06-28T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,8296.0,224.0,8 Ebrington Gardens,BELFAST,,,,BT4 3BY,07768500925,info@confidentchildrenuk.org,www.ConfidentChildrenUK.org,,False,False,0.0,,1.0,0.0,,CCCUK helps fund the education of street children and orphans in South Sudan. We help support an orphanage in Juba that originally housed 35 vulnerable girls. The numbers at the orphanage have swelled recently after the country's recent conflict. CCC in Juba funds the education of over 1000 children.,1.0,0.0,2026-03-05T00:00:00,1167899,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-28T00:00:00,8296,224,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,"['South Sudan', 'Uganda']",['Country'],International,q1
2026-02-13T00:00:00,286242,286242,0,THE RUFIJI LEPROSY TRUST,Trust,Registered,1983-01-24T00:00:00,,Submission Received,2023-10-01T00:00:00,2024-09-30T00:00:00,16287.0,23232.0,C A F O D,ROMERO HOUSE,55 WESTMINSTER BRIDGE ROAD,LONDON,,SE1 7JB,07779658995,rufijilt@gmail.com,www.rufijileprosytrust.org,,False,False,0.0,,0.0,0.0,,This charity operates exclusively for the benefit of Kindwitwi Leprosy Care and Community Development Association in the Rufiji State of Tanzania. Its activities are fully covered in the classification section.,1.0,0.0,2026-03-05T00:00:00,286242,True,1,AR24,2023-10-01T00:00:00,1727654400000,2025-07-30T00:00:00,2025-06-19T00:00:00,16287,23232,,,,,,1.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,['Tanzania'],['Country'],International,q1
2026-02-13T00:00:00,5151576,1188173,0,INHERIT LIFE MINISTRIES,CIO,Registered,2020-02-25T00:00:00,,Submission Received,2024-02-02T00:00:00,2025-02-01T00:00:00,10355.0,10250.0,24 MARSH LANE,LONDON,,,,NW7 4QP,02082011694,contact@inheritlifechurch.com,https://www.inheritlifechurch.com/,,False,False,0.0,,1.0,0.0,,To advance the Christian faith in accordance with the Statement of Faith appearing in the Schedule hereto in London and such parts of the United Kingdom or the world as the Trustees may from time to time think fit and to fulfil such other purposes which areexclusively charitable according to the law of England and Wales and are connected with the charitable work of the charity.,0.0,0.0,2026-03-05T00:00:00,1188173,True,1,AR25,2024-02-02T00:00:00,1738368000000,2025-12-01T00:00:00,2025-11-26T00:00:00,10355,10250,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,['Barnet'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5149268,1188994,0,EXETER EQUINE CARE TRUST,CIO,Registered,2020-04-09T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,5079.0,1617.0,HILLTOP RIDING SCHOOL,PENNSYLVANIA ROAD,EXETER,,,EX4 5BN,01392251370,exeterequinecare@gmail.com,,,False,False,0.0,,1.0,0.0,,"To promote humane behaviour towards animals by providing appropriate care, protection, treatment and security for horses which are in need of care and attention as a result of their owners being unable to care for them, or rehome them by providing a home for as long as needed where the horses retirement, behavioural or health needs will be managed.",0.0,0.0,2026-03-05T00:00:00,1188994,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-09-18T00:00:00,5079,1617,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.0,['Devon'],['Local Authority'],Local,q1
2026-02-13T00:00:00,800495,800495,0,CHURCH MILTON COMMUNITY ASSOCIATION,Other,Registered,1988-12-01T00:00:00,,Submission Received,2024-04-01T00:00:00,2025-03-31T00:00:00,13406.0,9621.0,4 VAUGHAN DRIVE,KEMSLEY,SITTINGBOURNE,,,ME10 2UA,00000000000,,,,False,False,0.0,,0.0,0.0,,Community Association,0.0,0.0,2026-03-05T00:00:00,800495,True,1,AR25,2024-04-01T00:00:00,1743379200000,2026-01-31T00:00:00,2025-12-23T00:00:00,13406,9621,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,['Kent'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5140792,1183681,0,LEIGHTON BUZZARD MUSIC,CIO,Registered,2019-06-03T00:00:00,,Submission Received,2024-06-01T00:00:00,2025-05-31T00:00:00,12678.0,13151.0,24 Bonnards Road,Newton Longville,Milton Keynes,BUCKINGHAMSHIRE,,MK17 0DS,01908644255,info.lbmusic@gmail.com,https://www.lbmusic.co.uk,,False,False,0.0,,1.0,0.0,,"We engage talented musicians to perform recitals for the benefit of the general public, mainly in and around Leighton Buzzard, at local venues at affordable prices. The programmes cover a variety of musical genres by composers, writers and lyricists from a period extending from ancient times to the present day.",0.0,0.0,2026-03-05T00:00:00,1183681,True,1,AR25,2024-06-01T00:00:00,1748649600000,2026-03-31T00:00:00,2025-07-29T00:00:00,12678,13151,,,,,,0.0,,0.0,,1.0,,500.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,['Central Bedfordshire'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5111581,1175461,0,THE WHERRY FRIENDS ASSOCIATION,Other,Registered,2017-10-30T00:00:00,,Submission Received,2023-09-01T00:00:00,2024-08-31T00:00:00,15557.0,15113.0,The Wherry School,280 Hall Road,NORWICH,,,NR1 2GB,07780678897,chair@wherryfriends.org.uk,www.wherryfriends.org.uk,,False,False,0.0,,0.0,0.0,,"Provide support to the families of the children at The Wherry School.Developing effective relationships between the staff, parents, carers and others associated with the School.Providing and assisting in the provision of facilities or equipment which supports the school in all areas of education.",1.0,0.0,2026-03-05T00:00:00,1175461,True,1,AR24,2023-09-01T00:00:00,1725062400000,2025-06-30T00:00:00,2025-06-21T00:00:00,15557,15113,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.0,['Norfolk'],['Local Authority'],Local,q1
2026-02-13T00:00:00,3966227,1079073,0,THE WINCHFIELD FESTIVAL,Charitable company,Registered,2000-01-24T00:00:00,,Submission Received,2023-11-01T00:00:00,2024-10-31T00:00:00,10595.0,28931.0,Court Cottage,Bagwell Lane,Winchfield,HOOK,Hampshire,RG27 8DB,07980660001,,www.winchfieldfestival.org,03853371,False,False,0.0,,0.0,0.0,,"To educate people of all ages in classical music and other genres and in other performing arts, with a biennial festival of up to nine performances together with master classes and instruction at local schools.",1.0,0.0,2026-03-05T00:00:00,1079073,True,1,AR24,2023-11-01T00:00:00,1730332800000,2025-08-31T00:00:00,2025-08-08T00:00:00,10595,28931,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11.0,['Hampshire'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5025042,1145957,0,HORSLEY U3A,Other,Registered,2012-02-17T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,10026.0,8986.0,27 Parkside Place,East Horsley,LEATHERHEAD,Surrey,,KT24 5BZ,01483281221,secretary@horsleyu3a.org.uk,www.horsleyu3a.org.uk,,False,False,0.0,,0.0,0.0,,"University of the Third Age is a self-help movement for people no longer in full time employment, providing educational, creative and leisure opportunities. Horsley U3A is a learning cooperative which draws upon the knowledge, experience and skills of its own members to organise and provide interest groups in accordance with the wishes of the membership. The teachers learn and the learners teach!",0.0,0.0,2026-03-05T00:00:00,1145957,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-05-14T00:00:00,10026,8986,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,120.0,['Surrey'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5161490,1190281,0,NEW MILTON HEDGEHOG RESCUE,CIO,Registered,2020-07-07T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,16430.0,18156.0,9 Saulfland Drive,Highcliffe,,,,BH23 4QN,07879435916,newmiltonhedgehogrescue2018@gmail.com,,,False,False,0.0,,1.0,0.0,,"To help the conservation and preservation of the wild hedgehog species by providing rescue, care and rehabilitation for sick, injured or orphaned hedgehogs, with the aim of releasing them back to the wild.",1.0,0.0,2026-03-05T00:00:00,1190281,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-22T00:00:00,16430,18156,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,"['Dorset', 'Hampshire']",['Local Authority'],Local,q1
2026-02-13T00:00:00,3996814,1096877,0,LOW GRANGE COMMUNITY ASSOCIATION,Other,Registered,2003-04-07T00:00:00,,Submission Received,2024-01-01T00:00:00,2024-12-31T00:00:00,10814.0,20309.0,Low Grange Community Centre,Low Grange Avenue,BILLINGHAM,,,TS23 3PF,01642564077,KEVIN@BELP-ENTERPRISE.CO.UK,www.belp-enterprise.co.uk,,False,False,0.0,,0.0,0.0,,"To provide and maintain the building for the use of the public, groups and local residents for activities in the social, educational and recreational fields.  Provide equipment as required for the use of the above.",0.0,1.0,2026-03-05T00:00:00,1096877,True,1,AR24,2024-01-01T00:00:00,1735603200000,2025-10-31T00:00:00,2025-10-09T00:00:00,10814,20309,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,"['Hartlepool', 'Middlesbrough', 'Stockton-on-tees', 'Darlington']",['Local Authority'],Local,q1
2026-02-13T00:00:00,516249,516249,0,Elswick and District Village Hall,Other,Registered,1985-04-29T00:00:00,,Submission Received,2023-09-01T00:00:00,2024-08-31T00:00:00,10270.0,14119.0,COPSYDE,COPP LANE,ELSWICK,PRESTON,,PR4 3ZD ,01995670303,elswickvillagehall@gmail.com,,,False,False,0.0,,0.0,0.0,,supply facilities ie a heated clean halllocal village hall provide facilities to the local community,0.0,1.0,2026-03-05T00:00:00,516249,True,1,AR24,2023-09-01T00:00:00,1725062400000,2025-06-30T00:00:00,2025-05-13T00:00:00,10270,14119,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,9.0,['Lancashire'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5062841,1161790,0,FOREST GREEN CEMETERY,CIO,Registered,2015-05-21T00:00:00,,Submission Received,2023-11-01T00:00:00,2024-10-31T00:00:00,1450.0,2561.0,THE BARTON,STAR HILL,FOREST GREEN,NAILSWORTH,STROUD,GL6 0EY,01453836347,forestgreencemetery@gmail.com,,,False,False,0.0,,1.0,0.0,,The conservation of Forest Green burial ground in Nailsworth Gloucestershire.,0.0,1.0,2026-03-05T00:00:00,1161790,True,1,AR24,2023-11-01T00:00:00,1730332800000,2025-08-31T00:00:00,2025-07-11T00:00:00,1450,2561,,,,,,0.0,,0.0,,1.0,,450.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,['Gloucestershire'],['Local Authority'],Local,q1
2026-02-13T00:00:00,5188947,1196443,0,EASINGTON YOUTH CLUB CIO,CIO,Registered,2021-11-05T00:00:00,,Submission Received,2023-11-05T00:00:00,2024-11-04T00:00:00,8288.0,11712.0,Youth Club,Beck Lane,Easington,HULL,,HU12 0TX,07854968524,treasurer@easingtonyouthclub.org.uk,,,False,False,0.0,,1.0,0.0,,"The provision of Buildings, Land and Play facilities.Provide opportunities for young people to meet, socialise, participate in recreational activitieis in a safe and friendly environmentInformal learning opportunity and a facility for young people to chill out in a relaxed environmentTo promote and inspire personal development through life skills with the Duke of Edinburgh Award Sc",0.0,1.0,2026-03-05T00:00:00,1196443,True,1,AR24,2023-11-05T00:00:00,1730678400000,2025-09-04T00:00:00,2025-09-03T00:00:00,8288,11712,,,,,,0.0,,0.0,,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.0,['East Riding Of Yorkshire'],['Local Authority'],Local,q1
